l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
conté	conter	VERppe	NOMB.=s|GENRE=m|CAS=r
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
emperéor	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
tant	tant	ADVgen	DEGRE=-
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r

si	si	ADVgen	DEGRE=-
come	come1	CONsub	MORPH=empty
Miles	Miles	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Gautiers	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
orfelins	orfenin	NOMcom	NOMB.=s|GENRE=m|CAS=n

ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
desconfit	desconfire	VERppe	NOMB.=s|GENRE=m|CAS=r
Fromond	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
poëstif	pöestëif	NOMcom	NOMB.=s|GENRE=m|CAS=r

dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n
bien	bien1	ADVgen	DEGRE=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mi	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n

diex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
puissent	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
tenir	tenir1	VERinf	MORPH=empty

mult	mout	ADVgen	DEGRE=-
pert	perdre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Fromons	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r

dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
roine	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
saint	saint	NOMpro	NOMB.=s|GENRE=m|CAS=r
Denis	Denis	NOMpro	NOMB.=s|GENRE=m|CAS=r

il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
perdre	perdre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
si	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ami	ami	NOMcom	NOMB.=p|GENRE=m|CAS=n

que	que4	CONsub	MORPH=empty
traïtor	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
iusqu	jusque	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r

Or	or4	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
lairons	laissier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
ester	ester	VERinf	MORPH=empty
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r

si	si	ADVgen	DEGRE=-
chanterons	changier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Loherenc	loherenc	NOMpro	NOMB.=s|GENRE=m|CAS=r
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r

de	de	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
neveu	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=r

a	a3	PRE	MORPH=empty
els	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
anvoie	envoiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s

et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s

et	et	CONcoo	MORPH=empty
Guillame	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=r
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
orgellox	orgoillos	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Monclin	Monclin	NOMpro	NOMB.=s|GENRE=x|CAS=r

denz	denz	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
trova	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

de	de	PRE	MORPH=empty
prisoniers	prisonier	NOMcom	NOMB.=p|GENRE=m|CAS=r
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
XXX	trente	PROcar	NOMB.=p|GENRE=m|CAS=r
V	cinc	PROcar	NOMB.=p|GENRE=m|CAS=r

li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
dux	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Gerbers	Girbert	NOMpro	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
Gerins	Gerin	NOMpro	NOMB.=s|GENRE=m|CAS=n

enfant	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=n
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
Gautiers	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
orfelins	orfenin	NOMcom	NOMB.=s|GENRE=m|CAS=n

est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mult	mout	ADVgen	DEGRE=-


de	de	PRE	MORPH=empty
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r
Fromons	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
poëstis	pöestëif	NOMcom	NOMB.=s|GENRE=m|CAS=n

fust	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toz	tot	ADVgen	DEGRE=-
cherchier	cerchier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
luj	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
si	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n

dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
messages	message2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Hues	Hue	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Lavardin	Lavardin	NOMpro	NOMB.=s|GENRE=x|CAS=r

fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
estor	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r
durement	durement2	ADVgen	DEGRE=-
esbaudiz	esbaudir	VERppe	NOMB.=s|GENRE=m|CAS=n

ainz	ainz	ADVgen	DEGRE=-
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
mjelz	mieus	ADVgen	DEGRE=c
de	de	PRE	MORPH=empty
luj	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
frère	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n

di	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
Gautier	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=n
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
neveu	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=n
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
orfelin	orfenin	NOMcom	NOMB.=s|GENRE=m|CAS=n

prengne	prendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
garde	garde	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
cels	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r

s	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nul	nul	PROind	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
di	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n

qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
apartiegne	apartenir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
poéëstis	pöestëif	NOMcom	NOMB.=s|GENRE=m|CAS=r

s	se	CONsub	MORPH=empty
empres	emprès	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
membres	membre	NOMcom	NOMB.=p|GENRE=m|CAS=r
tolir	tolir	VERinf	MORPH=empty

de	de	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
frère	frere	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
asouvenir	asouvenir	VERinf	MORPH=empty

qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ocistrent	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
puius	puis	ADVgen	DEGRE=-
qu	que1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
orent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
plesir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
chastel	chastel	NOMcom	NOMB.=s|GENRE=m|CAS=r
asallir	assalir	VERinf	MORPH=empty

par	par	PRE	MORPH=empty
quatre	catre	DETcar	NOMB.=p|GENRE=f|CAS=r
foiz	foiz	NOMcom	NOMB.=p|GENRE=f|CAS=r
o	o3	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
v	cinc	PROcar	NOMB.=p|GENRE=f|CAS=r
o	o3	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
VI	sis2	PROcar	NOMB.=p|GENRE=f|CAS=r

an	en2	PROadv	MORPH=empty
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
entré	entrer	VERppe	NOMB.=p|GENRE=m|CAS=n
o	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
chastel	chastel	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Baugi	Baugi	NOMpro	NOMB.=s|GENRE=m|CAS=r

cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
tor	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
rendent	rendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
à	a3	PRE	MORPH=empty
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r

sauués	sauver	VERppe	NOMB.=p|GENRE=m|CAS=r
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
uies	vie1	NOMcom	NOMB.=p|GENRE=f|CAS=r
qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
soient	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
ocis	ocire	VERppe	NOMB.=p|GENRE=m|CAS=n

ensi	ainsi	ADVgen	DEGRE=-
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Loherenz	loherenc	NOMpro	NOMB.=s|GENRE=m|CAS=n

onques	onque	ADVgen	DEGRE=-

qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty

il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
gaagnent	gäaignier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
trestot	trestot	PROind	NOMB.=s|GENRE=m|CAS=r
à	a3	PRE	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
plesir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r

un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
marchéant	marchëant	NOMcom	NOMB.=s|GENRE=m|CAS=r
qu	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Auberis	Auberi	NOMpro	NOMB.=s|GENRE=m|CAS=n
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
venir	venir	VERinf	MORPH=empty

vair	vair1	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
gris	gris	NOMcom	NOMB.=s|GENRE=m|CAS=r

là	là	ADVgen	DEGRE=-
dedenz	dedenz	ADVgen	DEGRE=-
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r

s	si	ADVgen	DEGRE=-
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
partot	partot	ADVgen	DEGRE=-
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fu	feu	NOMcom	NOMB.=s|GENRE=m|CAS=r
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r

les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
ardent	ardre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
feut	feu	NOMcom	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
espris	esprendre2	VERppe	NOMB.=s|GENRE=m|CAS=n

de	de	PRE	MORPH=empty
Mason	Mason	NOMpro	NOMB.=s|GENRE=x|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
bers	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
Renaus	Renaut	NOMpro	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
suens	suen	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
estez	ester	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
suj	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
traïz	träir	VERppe	NOMB.=s|GENRE=m|CAS=n

tot	tot	PROind	NOMB.=s|GENRE=n|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
perdu	perdre	VERppe	NOMB.=s|GENRE=m|CAS=r
qanqu	cant2	PROind	NOMB.=s|GENRE=n|CAS=r
avoie	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
conquis	conquerre	VERppe	NOMB.=s|GENRE=m|CAS=r

Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
chevalchiee	chevauchiee	NOMcom	NOMB.=s|GENRE=f|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

à	a3	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
iornées	jornee	NOMcom	NOMB.=p|GENRE=f|CAS=r
droit	droit	ADVgen	DEGRE=-
à	a3	PRE	MORPH=empty
Lions	Lions	NOMpro	NOMB.=s|GENRE=x|CAS=r
en	en2	PROadv	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s

ardent	ardre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
