form	lemma	POS	morph
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
onques	onque	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
menti	mentir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Que	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ira	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
tornoi	tornoi	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
matin	matin2	NOMcom	NOMB.=s|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
mesages	message2	NOMcom	NOMB.=s|GENRE=m|CAS=n
arrieres	ariere	ADVgen	DEGRE=-
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
revint	revenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Parmi	parmi	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
vile	vile	NOMcom	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mist	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Juqu'	jusque	PRE	MORPH=empty
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
sale	sale1	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne1	ADVneg	MORPH=empty
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
onques	onque	ADVgen	DEGRE=-
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
Trouva	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
seant	sëoir	VERppa	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jardin	jardin	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n
chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
environ	environ	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Ça	ça	ADVgen	DEGRE=-
.X.	10	PROcar	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
ça	ça	ADVgen	DEGRE=-
.XX.	20	PROcar	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
ça	ça	ADVgen	DEGRE=-
.LX.	60	PROcar	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
ça	ça	ADVgen	DEGRE=-
.VI.	6	PROcar	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Por	por2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mesage	message2	NOMcom	NOMB.=s|GENRE=m|CAS=r
escouter	escouter	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
oir	öir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
reson	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Diva	diva	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
que	que3	PROint	NOMB.=s|GENRE=n|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Pepins	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
?	?	PONfrt	MORPH=empty
Avromes	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
tornoi	tornoi	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
matin	matin2	NOMcom	NOMB.=s|GENRE=m|CAS=r
?	?	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Et	et	CONcoo	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
aïst	aidier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
oïl	öil	ADVgen	DEGRE=-
;	;	PONfbl	MORPH=empty
Mes	mais1	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
lo	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
eüssiez	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
failli	falir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Se	se	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fust	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Begues	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
desus	desus	PRE	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Ilecques	iluec	ADVgen	NOMB.=s|GENRE=m|CAS=r
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
demoisel	damoisel	NOMcom	NOMB.=s|GENRE=m|CAS=r
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Rigaut	Rigaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
filz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vilain	vilain	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Hervi	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Ainz	ainz	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
elz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
vi	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Entre	entre2	PRE	MORPH=empty
.II.	2	DETcar	NOMB.=p|GENRE=m|CAS=r
elz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
bien	bien1	ADVgen	DEGRE=p
plaine	plain	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
paume	paume1	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Begues	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
apela	apeler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cousin	cosin	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
cela	celer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
oiant	öir	VERppa	NOMB.=x|GENRE=x|CAS=x
tretoz	trestot	PROind	NOMB.=s|GENRE=n|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
donroit	doner	VERcjg	MODE=con|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r
Fromondin	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
putain	pute	NOMcom	NOMB.=s|GENRE=f|CAS=r
!	!	PONfrt	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
Bernarz	Bernart	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Fol	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
mesagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
puit	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s
maleïr	malëir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
fez	faire	VERppe	NOMB.=p|GENRE=m|CAS=r
moz	mot	NOMcom	NOMB.=p|GENRE=m|CAS=r
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contez	conter	VERppe	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
diz	dire	VERppe	NOMB.=p|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Et	et	CONcoo	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
mes	mes3	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Encore	encore	ADVgen	DEGRE=-
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=-
oï	öir	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
Maugré	maugré	PRE	MORPH=empty
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sooir	sëoir	VERinf	MORPH=empty
ci	ci	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
maugré	maugré	PRE	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
iestes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
hardi	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
parage	parage	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
quan	cant1	CONsub	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
en	en2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
iqui	iqui	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
Se	se	CONsub	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
avïez	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p
et	et	CONcoo	MORPH=empty
juré	jurer	VERppe	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
plévi	plevir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
avra	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r
Fromondin	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
donra	doner	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
neveu	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=r
Rigaudin	Rigaudin	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Certes	certes	ADVgen	DEGRE=-
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ment	mentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
Bernarz	Bernart	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
cuit	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
suen	suen	ADJpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
convenra	covenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
guerpir	guerpir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Or	or4	ADVgen	DEGRE=-
soiez	estre1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
quoi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Mau	mal1	ADVgen	DEGRE=-
quenoissiez	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Begon	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Belin	Belin	NOMpro	NOMB.=s|GENRE=x|CAS=r
;	;	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
avra	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
tost	tost1	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
certes	certes	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
puis	puis	ADVgen	DEGRE=-
qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Ainz	ainc	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
elz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
vi	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
armes	arme	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
amenevi	amanevir	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Alez	aler	VERcjg	MODE=imp|PERS.=2|NOMB.=p
veillier	veillier2	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Fromondins	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
filz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
En	en1	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
croiz	croiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
deffende	defendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
peril	peril	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Et	et	CONcoo	MORPH=empty
