form	lemma	POS	morph
Ralez	raler	VERcjg	MODE=imp|PERS.=2|NOMB.=p
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
an	en2	PROadv	MORPH=empty
et	et	CONcoo	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n
barnez	barné	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
plus	plus	ADVgen	DEGRE=-
avant	avant	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
peire	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mecreez	mescroire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
ne	ne2	CONcoo	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
freires	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
avec	avuec	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
ne	ne1	ADVneg	MORPH=empty
vanrez	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
roine	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=r
por	por2	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
saluez	salüer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Floires	Floires	NOMpro	NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
derver	desver	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Bïatrix	jeter	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
prant	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
ranponer	ramponer	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Folle	fol3	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
con	come1	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=f|CAS=r
malice	malice	NOMcom	NOMB.=s|GENRE=f|CAS=r
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Non	non	ADVneg	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
freire	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
mais	mais1	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
retornez	retorner	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Ke	que4	CONsub	MORPH=empty
plus	plus	ADVgen	DEGRE=-
avant	avant	ADVgen	DEGRE=-
avec	avuec	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
ne	ne1	ADVneg	MORPH=empty
vanrez	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Floires	Floires	NOMpro	NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
derver	desver	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Filz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
peires	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r
ceu	ce1	PROdem	NOMB.=s|GENRE=m|CAS=r
lasciés	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ester	ester	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dons	don	NOMcom	NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
en	en2	PROadv	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
otroiez	otroiier	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
donez	doner	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
trois	trois	ADJcar	NOMB.=p|GENRE=m|CAS=r
rois	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
doucement	doucement	ADVgen	DEGRE=-
apellez	apeler	VERppe	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Signors	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
vers	vers2	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
entendez	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Por	por2	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en1	PRE	MORPH=empty
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
leautez	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
conduisiez	conduire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
presentez	presenter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Et	et	CONcoo	MORPH=empty
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
avoir	avoir	NOMcom	NOMB.=s|GENRE=m|CAS=r
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plantez	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
.L.	50	PROcar	NOMB.=p|GENRE=m|CAS=n
certes	certes	ADVgen	DEGRE=-
somiers	somier2	NOMcom	NOMB.=p|GENRE=m|CAS=r
trestoz	trestot	ADVgen	DEGRE=-
trosez	torser2	VERppe	NOMB.=p|GENRE=m|CAS=r
D'	de	PRE	MORPH=empty
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
paille	paile	NOMcom	NOMB.=s|GENRE=m|CAS=r
roez	röer2	VERppe	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Et	et	CONcoo	MORPH=empty
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
lieons	lïon	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
ors	ors	NOMcom	NOMB.=p|GENRE=m|CAS=r
enchainez	enchäener	VERppe	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Boins	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
con	come1	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
comandez	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Atant	atant	ADVgen	DEGRE=-
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
acollent	acoler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
molt	mout	ADVgen	DEGRE=-
grans	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
amistez	amistié	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
departir	departir	NOMcom	NOMB.=s|GENRE=m|CAS=r
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
un	un	PROind	NOMB.=s|GENRE=m|CAS=n
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
comandei	comander	VERppe	NOMB.=s|GENRE=m|CAS=r
A	a3	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
gloire	gloire	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
maïsté	majesté	NOMcom	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
apellez	apeler	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=r
comant	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
à	a3	PRE	MORPH=empty
Dei	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Tenez	tenir1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
lou	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
leauteit	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
con	come1	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
comandez	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
En	en1	PRE	MORPH=empty
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
bien	bien1	ADVgen	DEGRE=p
en	en2	PROadv	MORPH=empty
orez	öir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
parler	parler	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Deus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=i
en	en2	PROadv	MORPH=empty
sache	savoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
grei	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Atant	atant	ADVgen	DEGRE=-
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
baisse	baissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cant	cant1	CONsub	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
decevrer	dessevrer	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
Damedeu	damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
comandei	comander	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Atant	atant	ADVgen	DEGRE=-
retorne	retorner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
ces	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
barnez	barné	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Eustaice	Eustaice	NOMpro	NOMB.=s|GENRE=m|CAS=n
devers	devers	PRE	MORPH=empty
Tir	Tir	NOMpro	NOMB.=s|GENRE=x|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
messagiers	messagier	NOMcom	NOMB.=p|GENRE=m|CAS=n
penserent	penser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
errer	errer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Droit	droit	ADVgen	DEGRE=-
vers	vers2	PRE	MORPH=empty
Espaigne	Espagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chemin	chemin	NOMcom	NOMB.=s|GENRE=m|CAS=r
tornei	torner	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Tresc'	tresque1	PRE	MORPH=empty
ai	a3	PRE	MORPH=empty
vers	vers2	PRE	MORPH=empty
nonne	none2	NOMcom	NOMB.=s|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
molt	mout	ADVgen	DEGRE=-
bien	bien1	ADVgen	DEGRE=p
cheminei	cheminer	VERppe	NOMB.=s|GENRE=m|CAS=r
A	a3	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
liue	lieue	NOMcom	NOMB.=s|GENRE=f|CAS=r
pres	près	ADVgen	DEGRE=-
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
brulet	bruillet	NOMcom	NOMB.=s|GENRE=m|CAS=r
ramei	ramé	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Ou	où	PROrel	NOMB.=s|GENRE=m|CAS=i
Hervis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
iert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
ces	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
riches	riche	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
barnez	barné	NOMcom	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=n
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
belle	bel1	NOMcom	NOMB.=s|GENRE=f|CAS=n
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
brulet	bruillet	NOMcom	NOMB.=s|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
molt	mout	ADVgen	DEGRE=-
bien	bien1	ADVgen	DEGRE=p
avisei	aviser	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
ecoutez	escouter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Comment	coment1	ADVsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aploitié	esploitier	VERppe	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
errei	errer2	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
trois	trois	ADJcar	NOMB.=p|GENRE=m|CAS=r
rois	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maintenant	maintenant	ADVgen	DEGRE=-
apellei	apeler	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Signors	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
vers	vers2	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
entendez	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
petitet	petitet	PROind	NOMB.=s|GENRE=m|CAS=r
veul	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
reposser	reposer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Por	por2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
chalour	chalor	NOMcom	NOMB.=s|GENRE=f|CAS=r
ki	cui	PROrel	NOMB.=s|GENRE=f|CAS=n
ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
meil	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Deleis	dalez	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
treif	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
tandre	tendre1	VERinf	MORPH=empty
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
treif	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
