form	lemma	POS	morph
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
forsannez	forsener	VERppe	NOMB.=s|GENRE=m|CAS=n
Ogier	Ogier	NOMpro	NOMB.=s|GENRE=m|CAS=x
«	«	PONpga	MORPH=empty
Baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
celez	celer1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
Par	par	PRE	MORPH=empty
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
anpereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
hui	ui	ADVgen	DEGRE=-
quis	querre	VERppe	NOMB.=s|GENRE=m|CAS=r
essez	assez	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Mès	mais1	CONcoo	MORPH=empty
quant	cant1	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trus	trover	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
ieuz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=p|GENRE=m|CAS=r
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Bien	bien1	ADVgen	DEGRE=p
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
qu'	que4	CONsub	MORPH=empty
ale	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
anblee	embler	VERppe	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
ou	o3	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
anchantez	enchanter	VERppe	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	MORPH=empty
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
pamierz	paumier2	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
or	or4	ADVgen	DEGRE=-
tot	tot	ADVgen	DEGRE=-
si	si	ADVgen	DEGRE=-
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
pandez	pendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
»	»	PONpdr	MORPH=empty
E	ez	ADVgen	DEGRE=-
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
traitorz	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=n
sus	sus	ADVgen	MORPH=empty
ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
palais	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
montez	monter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
:	:	PONfbl	MORPH=empty
Pour	por2	NOMcom	MORPH=empty
Warochier	Warochier	NOMpro	NOMB.=s|GENRE=m|CAS=r
plorerent	plorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eschapez	eschaper	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
a	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Warochiers	Warochier	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
berbez	barbé	NOMcom	NOMB.=s|GENRE=m|CAS=n
Est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
an	en1	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ot	ost	NOMcom	NOMB.=s|GENRE=m|CAS=r
dé	de	PRE	MORPH=empty
Grifon	Grifon	NOMpro	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
or	or4	ADVgen	DEGRE=-
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
anchantez	enchanter	VERppe	NOMB.=s|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
anchantemant	encantement	NOMcom	NOMB.=s|GENRE=m|CAS=r
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
anchantez	enchanter	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Quar	car	CONcoo	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
dormiviés	dormir	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
juqe	jusque	PRE	MORPH=empty
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
an	en2	PROadv	MORPH=empty
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Vez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ici	ici	ADVgen	DEGRE=-
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
aucas	alcade	NOMcom	NOMB.=p|GENRE=m|CAS=r
don	dont	PROrel	NOMB.=p|GENRE=m|CAS=i
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
anprisonez	emprisoner	VERppe	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
anchantemant	enchantement	NOMcom	NOMB.=s|GENRE=m|CAS=r
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
an	en2	PROadv	MORPH=empty
ast	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
gloz	gloton	NOMcom	NOMB.=s|GENRE=m|CAS=n
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
prisoit	prisier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
toz	tot	ADJind	NOMB.=p|GENRE=m|CAS=r
.II.	2	DETcar	NOMB.=p|GENRE=m|CAS=r
deniers	denier	NOMcom	NOMB.=p|GENRE=m|CAS=r
menoez	monëer	VERppe	NOMB.=p|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
Mès	mais1	ADVgen	MORPH=empty
s'	se	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
atre	autre	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
foi	foiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
atraper	atraper	VERinf	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pouez	pöoir	NOMcom	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Mentenant	maintenant	ADVgen	DEGRE=-
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
panduz	pendre	VERppe	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
repit	respit	NOMcom	NOMB.=s|GENRE=m|CAS=r
n'	ne1	ADVneg	MORPH=empty
an	en1	PRE	MORPH=empty
aez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
»	»	PONpdr	MORPH=empty
»	»	PONpdr	MORPH=empty
Traïtor	träitor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
mavaisseman	mauvaisement	ADVgen	DEGRE=p
parlez	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
!	!	PONfrt	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
chivas	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=n
ast	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parduz	perdre	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
estable	estable2	NOMcom	NOMB.=s|GENRE=f|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
fermez	fermer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
!	!	PONfrt	MORPH=empty
Mar	mar	ADVgen	DEGRE=-
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
eschapai	eschaper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
hui	ui	ADVgen	DEGRE=-
:	:	PONfbl	MORPH=empty
moult	mout	ADVgen	DEGRE=-
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
comparez	comparer2	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
»	»	PONpdr	MORPH=empty
Grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
duel	duel	NOMcom	NOMB.=s|GENRE=m|CAS=r
oit	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
anpereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
moult	mout	ADVgen	DEGRE=-
an	en2	PROadv	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sanblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
aucas	alcade	NOMcom	NOMB.=p|GENRE=m|CAS=r
regardai	regarder	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que4	CONcoo	MORPH=empty
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mostrant	mostrer	VERppa	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Comant	coment1	ADVint	DEGRE=-
,	,	PONfbl	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
enpereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
corz	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
sent	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Amant	Amant	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Ast	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
echapez	eschaper	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
dolant	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
?	?	PONfrt	MORPH=empty
Bien	bien1	ADVgen	DEGRE=p
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
gloz	gloton	NOMcom	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
porai	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ferant	ferir	VERppa	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
