form	lemma	POS	morph
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n
jugleor	joglëor	NOMcom	NOMB.=p|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
dient	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tant	tant	PROind	NOMB.=s|GENRE=n|CAS=r
ne	ne2	CONcoo	MORPH=empty
quant	cant2	PROind	NOMB.=s|GENRE=n|CAS=r
:	:	PONfbl	MORPH=empty
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
leissé	laissier	VERppe	NOMB.=s|GENRE=m|CAS=r
k	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
sevent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
nïent	nïent	ADVgen	DEGRE=-
li	le	DETdef	NOMB.=p|GENRE=m|CAS=r
plusur	plusor	ADJind	NOMB.=p|GENRE=m|CAS=r
danger	dangier	NOMcom	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autri	autrui	PROind	NOMB.=s|GENRE=m|CAS=r
chantant	chanter	VERppa	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
menues	menu	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
qu	que2	PROrel	NOMB.=p|GENRE=f|CAS=r
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
cuntrovant	controver	VERppa	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
sevent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mie	mie	ADVneg	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
desturbement	destorbement	NOMcom	NOMB.=s|GENRE=m|CAS=r
k	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
charlemaine	Charlemagne	NOMpro	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
subitement	sobitement	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
seingnurs	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n
dunt	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
innocent	inocent	NOMcom	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
a	a3	PRE	MORPH=empty
paris	Paris	NOMpro	NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
charles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
clermunt	Clermont	NOMpro	NOMB.=s|GENRE=m|CAS=r
u	où	PROrel	NOMB.=s|GENRE=m|CAS=i
tint	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
curt	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
plenere	plenier2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
duze	doze	ADJcar	NOMB.=p|GENRE=m|CAS=n
per	per	NOMcom	NOMB.=p|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
mult	mout	ADVgen	DEGRE=-
par	par2	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=n
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
baruns	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
funt	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
plai	plait	NOMcom	NOMB.=s|GENRE=m|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
establi	establir	VERppe	NOMB.=s|GENRE=m|CAS=r
k	que4	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
espanie	Espagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
irunt	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
sur	sor2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
marsilie	Marsilie	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
serement	sairement	NOMcom	NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
funt	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
apres	après	PRE	MORPH=empty
averil	avril	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
herbe	erbe	NOMcom	NOMB.=s|GENRE=f|CAS=r
fresche	frois1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
averunt	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
einz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
finent	finer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
lur	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
teles	tel	DETind	NOMB.=p|GENRE=f|CAS=r
noveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r
orunt	öir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
dunt	dont	PROrel	NOMB.=p|GENRE=f|CAS=i
vint	vint	DETcar	NOMB.=p|GENRE=m|CAS=n
mil	mil1	DETcar	NOMB.=p|GENRE=m|CAS=n
chevaler	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
noz	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
franceis	François	NOMpro	NOMB.=p|GENRE=m|CAS=r
murunt	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
si	se	CONsub	MORPH=empty
dampnedeu	Damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=r
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
pense	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
sustent	sostenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tut	tot	DETind	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mund	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=n
sarazin	Sarrasin	NOMpro	NOMB.=s|GENRE=m|CAS=n
d	de	PRE	MORPH=empty
espaine	Espagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
otüel	Otinel	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nun	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
garsie	Garsie	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
resemble	resembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
barun	baron	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
paris	Paris	NOMpro	NOMB.=s|GENRE=m|CAS=r
chevalche	chevauchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
coite	coite	NOMcom	NOMB.=s|GENRE=f|CAS=r
d	de	PRE	MORPH=empty
espurun	esperon	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
quant	cant1	CONsub	MORPH=empty
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
paleis	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
descent	descendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
perun	perron	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
desgrez	degré	NOMcom	NOMB.=p|GENRE=m|CAS=r
monte	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
charlun	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
ogier	Ogier	NOMpro	NOMB.=s|GENRE=m|CAS=r
encuntre	encontrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	et	CONcoo	MORPH=empty
galter	Galter	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
naimun	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
seignur	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
paen	paien	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
kar	car	ADVgen	DEGRE=-
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
mustrez	mostrer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
charlun	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
!	!	PONfrt	MORPH=empty
messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
butun	boton	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
premer	premier	ADJord	NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parlé	parler	VERppe	NOMB.=s|GENRE=n|CAS=r
galter	Galter	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
valun	Valon	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
vei	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
la	là	ADVgen	DEGRE=-
u	où	PROrel	NOMB.=s|GENRE=n|CAS=r
set	sëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
fluri	florir	VERppe	NOMB.=s|GENRE=m|CAS=r
gernun	grenon	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
o	o4	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
barbe	barbe	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
veir	vair1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
peliçun	peliçon	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rolland	Rollant	NOMpro	NOMB.=s|GENRE=m|CAS=n
si	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
niés	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=n
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
vermeil	vermeil1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ciclatun	siglaton	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
altre	autre	ADJind	NOMB.=s|GENRE=f|CAS=r
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r
veez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
u	où	PROrel	NOMB.=s|GENRE=n|CAS=i
siet	sëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
compaignun	compagnon	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
cunte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
oliver	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nun	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
duze	doze	ADJcar	NOMB.=p|GENRE=m|CAS=n
pier	per	NOMcom	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
lur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
envirun	environ	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
mahun	Mahumet	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
paen	paien	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
ore	or4	ADVgen	DEGRE=-
conus	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
jo	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
charlun	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
mal	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
feu	feu	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
flambe	flambe	NOMcom	NOMB.=s|GENRE=f|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
arde	ardre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mentun	menton	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ke	que4	CONsub	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
fende	fendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
piz	piz	NOMcom	NOMB.=s|GENRE=m|CAS=r
desk	desque	PRE	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
talun	talon	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sarazin	Sarrasin	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
devant	devant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
charles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
feit	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
ore	or4	ADVgen	DEGRE=-
entent	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=s
vers	vers2	PRE	MORPH=empty
mei	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
messagier	messagier	NOMcom	NOMB.=s|GENRE=m|CAS=n
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ço	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
quid	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
meillur	meillor	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=s
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
k	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
unques	onque	ADVgen	DEGRE=-
feüst	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
paiene	paien	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
lei	loi3	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
salu	salüer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
k	que4	CONsub	MORPH=empty
a	a3	PRE	MORPH=empty
dreit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
faire	faire	VERinf	MORPH=empty
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
dei	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
:	:	PONfbl	MORPH=empty
forfait	forfaire	VERppe	NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
vers	vers2	PRE	MORPH=empty
mahumet	Mahumet	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
vers	vers2	PRE	MORPH=empty
mei	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
