form	lemma	POS	morph
lis	lis	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Sor	sor2	PRE	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
espaules	espaule	NOMcom	NOMB.=p|GENRE=f|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
gesoient	jesir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
si	si	ADVgen	DEGRE=-
crin	crin	NOMcom	NOMB.=p|GENRE=m|CAS=n
Trecié	trecier2	VERppe	NOMB.=p|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
bende	bende	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
vis	vis2	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
n'	ne1	ADVneg	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
gente	gent2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
en	en1	PRE	MORPH=empty
.lx.	60	DETcar	NOMB.=p|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=p|GENRE=m|CAS=r
De	de	PRE	MORPH=empty
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
comme	come1	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
apris	aprendre	VERppe	NOMB.=s|GENRE=m|CAS=r
Par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
poing	poing	NOMcom	NOMB.=s|GENRE=m|CAS=r
dextre	destre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Gybert	Girbert	NOMpro	NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Atant	atant	ADVgen	DEGRE=-
es	ez	ADVgen	DEGRE=-
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
enffant	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n
Herna	Hernaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
ou	où	PROrel	NOMB.=s|GENRE=n|CAS=i
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
espervier	esprevier	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
reïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=r
tendi	tendre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mout	mout	ADVgen	DEGRE=-
beals	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
chierté	chierté	NOMcom	NOMB.=s|GENRE=f|CAS=r
desor	desor	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
poing	poing	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mist	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Devant	devant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
franche	franc1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
cortoisement	cortoisement	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Cist	cest	DETdem	NOMB.=s|GENRE=m|CAS=n
esperviers	esprevier	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
ou	où	PROint	NOMB.=s|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=n
?	?	PONfrt	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mentir	mentir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Hernaut	Hernaut	NOMpro	NOMB.=s|GENRE=m|CAS=n
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
niés	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
druz	dru1	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
aporta	aporter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
soe	suen	ADJpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Or	or4	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pernez	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Par	par	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fetes	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
recoillir	recoillir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
dites	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
bien	bien1	ADVgen	DEGRE=p
,	,	PONfbl	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Pepins	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
refuse	refuser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
tenir	tenir1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
por	por2	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
entendés	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
mi	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
merveil	merveillier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
mout	mout	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n
mari	marrir	VERppe	NOMB.=s|GENRE=m|CAS=n
«	«	PONpga	MORPH=empty
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
viel	vieil	NOMcom	NOMB.=s|GENRE=m|CAS=r
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
servir	servir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
aït	aidier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Diex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
jel	je+il	PROper.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tien	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en1	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
despit	despit	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Vez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ci	ci	ADVgen	DEGRE=-
Gybert	Girbert	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Herna	Hernaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Gerin	Gerin	NOMpro	NOMB.=s|GENRE=m|CAS=r
«	«	PONpga	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tolt	tolir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
doivent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tenir	tenir1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Quer	querre	VERinf	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
mandez	mander	VERcjg	MODE=imp|PERS.=2|NOMB.=p
qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
vienge	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
servir	servir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ou	o3	CONcoo	MORPH=empty
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Chartres	Chartres	NOMpro	NOMB.=s|GENRE=f|CAS=r
ou	o3	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
velt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ou	o3	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
Bealvez	Bealvez	NOMpro	NOMB.=s|GENRE=x|CAS=r
ou	o3	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
Loon	Loon	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cit	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Begon	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=r
qu'	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ocis	ocire	VERppe	NOMB.=s|GENRE=m|CAS=n
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
qu'	que4	CONsub	MORPH=empty
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mostier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mordriz	mordrir	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Devant	devant	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autel	autel2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
crucefiz	crucefis	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
rende	rendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
porc	force2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qu'	que4	CONsub	MORPH=empty
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bois	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
fetes	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
droit	droit	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
Herna	Hernaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Gerbert	Girbert	NOMpro	NOMB.=s|GENRE=m|CAS=n
«	«	PONpga	MORPH=empty
Lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Gybert	Girbert	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
«	«	PONpga	MORPH=empty
S'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
refuse	refuser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voille	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Va	aler	VERcjg	MODE=imp|PERS.=2|NOMB.=s
desor	desor	PRE	MORPH=empty
els	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Gastez	gaster	VERcjg	MODE=imp|PERS.=2|NOMB.=p
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
terres	terre	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
metez	metre2	VERcjg	MODE=imp|PERS.=2|NOMB.=p
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
declin	declin	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
lessiez	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
borc	borc	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
chastel	chastel	NOMcom	NOMB.=s|GENRE=m|CAS=r
tenir	tenir1	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ainz	ainz	ADVgen	DEGRE=-
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
iront	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
comme	come1	CONsub	MORPH=empty
ribaut	ribaut	NOMcom	NOMB.=s|GENRE=m|CAS=r
chaitif	chaitif	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
«	«	PONpga	MORPH=empty
Ensi	ainsi	ADVgen	DEGRE=-
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reaume	roiaume	NOMcom	NOMB.=s|GENRE=m|CAS=r
tenir	tenir1	VERinf	MORPH=empty
»	»	PONpdr	MORPH=empty
.	.	PONfrt	MORPH=empty
