form	lemma	POS	morph
vertu	vertu	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
branc	brant1	NOMcom	NOMB.=s|GENRE=m|CAS=r
bien	bien1	ADVgen	DEGRE=p
boté	boter1	VERppe	NOMB.=s|GENRE=m|CAS=r

Delez	dalez	PRE	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
flanc	flanc	NOMcom	NOMB.=s|GENRE=m|CAS=r
senestre	senestre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
branc	brant1	NOMcom	NOMB.=s|GENRE=m|CAS=r
colé	coler1	VERppe	NOMB.=s|GENRE=m|CAS=r

Duc	dusque	PRE	MORPH=empty
enz	enz	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
mie	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
eschine	eschine	NOMcom	NOMB.=s|GENRE=f|CAS=r
l	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trachie	trenchier1	VERppe	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
copé	coper	VERppe	NOMB.=s|GENRE=m|CAS=r

a	a3	PRE	MORPH=empty
poi	poi	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
boel	böel	NOMcom	NOMB.=p|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
hors	hors	ADVgen	DEGRE=-
volé	voler	VERppe	NOMB.=p|GENRE=m|CAS=n

Mes	mais1	CONcoo	MORPH=empty
i	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=r
maumis	maumetre	VERppe	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
emperé	emperer	VERppe	NOMB.=s|GENRE=m|CAS=r

Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
foison	foison	NOMcom	NOMB.=s|GENRE=f|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ist	issir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
hors	hors	ADVgen	DEGRE=-
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
costé	costé	NOMcom	NOMB.=s|GENRE=m|CAS=r

Oez	öir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
Fierabras	Fierabras	NOMpro	NOMB.=s|GENRE=m|CAS=r
com	come1	CONsub	MORPH=empty
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
fierté	fierté	NOMcom	NOMB.=s|GENRE=f|CAS=r

Contremont	contremont	ADVgen	DEGRE=-
vers	vers2	PRE	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ciel	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
regardé	regarder	VERppe	NOMB.=s|GENRE=m|CAS=r

de	de	PRE	MORPH=empty
damedex	Damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
membre	membre	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
trinite	trinité	NOMcom	NOMB.=s|GENRE=f|CAS=r

et	et	CONcoo	MORPH=empty
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
esperit	esperit	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
alumé	alumer	VERppe	NOMB.=s|GENRE=m|CAS=r

Olivier	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
apela	apeler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
crié	crïer2	VERppe	NOMB.=s|GENRE=m|CAS=r

Gentix	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hons	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
bonhiere	bon+ëur	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
ocire	ocire	VERinf	MORPH=empty
por	por2	PRE	MORPH=empty
dé	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r

Si	si	ADVgen	DEGRE=-
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
iroi	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
a	a3	PRE	MORPH=empty
Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fort	fort	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
coroné	coroner	VERppe	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ti	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
creanc	crëanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
de	de	PRE	MORPH=empty
sor	sor2	PRE	MORPH=empty
me	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
leauté	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r

que	que4	CONsub	MORPH=empty
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
tendroi	tenir1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
crestienté	crestïenté	NOMcom	NOMB.=s|GENRE=f|CAS=r

et	et	CONcoo	MORPH=empty
rendroi	rendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
corone	corone	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sine	signe2	NOMcom	NOMB.=s|GENRE=m|CAS=r
aouré	aorer2	VERppe	NOMB.=s|GENRE=m|CAS=r

et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
dives	devin1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
reliques	relique	NOMcom	NOMB.=p|GENRE=f|CAS=r
dom	dont	PROrel	NOMB.=s|GENRE=f|CAS=i
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r
planté	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r

por	por2	PRE	MORPH=empty
coi	coi2	PROint	NOMB.=s|GENRE=n|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
pri	priier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
onques	onque	ADVgen	DEGRE=-
chaetif	chaitif	NOMcom	NOMB.=s|GENRE=m|CAS=n
maleuré	malëuré	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p

honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=n
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
venue	venir	VERppe	NOMB.=s|GENRE=f|CAS=n
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
soi	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
verité	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r

Olivier	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
gentis	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hons	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
aiez	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
pitié	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r

Si	se	CONsub	MORPH=empty
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
mer	morir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sarrasin	Sarrasin	NOMpro	NOMB.=s|GENRE=m|CAS=r
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
reprové	reprover	VERppe	NOMB.=s|GENRE=n|CAS=n

Ber	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
si	se	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
tienz	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
ja	ja	ADVgen	DEGRE=-
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
verras	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
versé	verser1	VERppe	NOMB.=s|GENRE=m|CAS=r

Quant	cant1	CONsub	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Olivier	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
pitié	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
ploré	plorer	VERppe	NOMB.=s|GENRE=m|CAS=r

De	de	PRE	MORPH=empty
soz	soz	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
arbre	arbre	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chouche	couchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
belement	belement	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
soëf	söef	ADVgen	DEGRE=-

vaincue	veintre	VERppe	NOMB.=s|GENRE=f|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
bataille	bataille	NOMcom	NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
champ	champ	NOMcom	NOMB.=s|GENRE=m|CAS=n
afinez	afiner1	VERppe	NOMB.=s|GENRE=m|CAS=n

Olivier	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
mout	mout	ADVgen	DEGRE=-
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nafrez	navrer	VERppe	NOMB.=s|GENRE=m|CAS=n

Devant	devant	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
choucha	couchier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
belement	belement	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
soef	söef	ADVgen	DEGRE=-

d	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
peu	poi	PROind	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bliaut	blïaut	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bende	bender	VERppe	NOMB.=s|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
costez	costé	NOMcom	NOMB.=p|GENRE=m|CAS=r

Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Fierabras	Fierabras	NOMpro	NOMB.=s|GENRE=m|CAS=n
por	por2	PRE	MORPH=empty
dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
car	car	ADVgen	DEGRE=-
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
portez	porter	VERcjg	MODE=imp|PERS.=2|NOMB.=p

volentiers	volentiers	ADVgen	DEGRE=-
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
feroi	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
baptizier	batisier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
lever	lever	VERinf	MORPH=empty

Si	se	CONsub	MORPH=empty
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
mer	morir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sarrasin	Sarrasin	NOMpro	NOMB.=s|GENRE=m|CAS=r
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
reprovez	reprover	VERppe	NOMB.=s|GENRE=n|CAS=n

Certes	certes	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Olivier	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en1	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
pensez	pensé	NOMcom	NOMB.=s|GENRE=m|CAS=r

ja	ja	ADVgen	DEGRE=-
par	par	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
n	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
serez	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
chargiez	chargier	VERppe	NOMB.=p|GENRE=m|CAS=n
ne	ne2	CONcoo	MORPH=empty
remuez	remüer	VERppe	NOMB.=p|GENRE=m|CAS=n

Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sarrasins	sarrasin	NOMcom	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
esforce	esforcier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pres	près	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n

adonques	adonc	ADVgen	DEGRE=-
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
asis	asseoir	VERppe	NOMB.=s|GENRE=m|CAS=n
belement	belement	ADVgen	DEGRE=-
lez	lez	ADVgen	DEGRE=-
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n

Fierabras	Fierabras	NOMpro	NOMB.=s|GENRE=m|CAS=n
d	de	PRE	MORPH=empty
alixandre	Alixandre	NOMpro	NOMB.=s|GENRE=m|CAS=r
veis	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n

Doucement	doucement	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pria	priier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
humilitez	umelité	NOMcom	NOMB.=s|GENRE=f|CAS=r

