form	lemma	POS	morph
Mer	Mer	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
rengier	rengier1	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
sierer	serrer	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
baron	baron	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
doie	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
amer	amer1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
A	a3	PRE	MORPH=empty
Soissons	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
conter	conter	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Aval	aval	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pré	pré	NOMcom	NOMB.=s|GENRE=m|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
keurent	corir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
adouber	adober	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
La	là	ADVgen	DEGRE=-
veïssiés	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
vitaile	vitaille	NOMcom	NOMB.=s|GENRE=f|CAS=r
amener	amener	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
maintes	maint	DETind	NOMB.=p|GENRE=f|CAS=r
pars	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
aüner	äuner	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
Soissons	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
partent	partir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
quant	cant1	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ajourner	ajorner	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Dusc'	jusque	ADVgen	DEGRE=-
a	a3	PRE	MORPH=empty
Bruiieres	Bruiieres	NOMpro	NOMB.=s|GENRE=x|CAS=r
ne	ne1	ADVneg	MORPH=empty
vorent	voloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
arester	arester	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Illeuk	iluec	ADVgen	DEGRE=-
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
roys	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r
armer	armer	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
avant	avant	ADVgen	DEGRE=-
aler	aler	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Guille.	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=r
aveuk	avuec	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sené	sené2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
Atout	atot	PRE	MORPH=empty
.xx.m	20000	DETcar	NOMB.=p|GENRE=m|CAS=r
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
adoubés	adober	VERppe	NOMB.=p|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Desci	deci	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne1	ADVneg	MORPH=empty
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
aresté	arester	VERppe	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
La	là	ADVgen	DEGRE=-
veïssiés	vëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=r
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r
verser	verser1	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Begon	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
donnent	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
los	lot1	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=p|GENRE=m|CAS=r
baceler	bacheler	NOMcom	NOMB.=p|GENRE=m|CAS=r
De	de	PRE	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
ferir	ferir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r
porter	porter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Leur	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
escief	eschif2	NOMcom	NOMB.=p|GENRE=m|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
partir	partir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
deviser	deviser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
donna	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
mout	mout	ADVgen	DEGRE=-
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ber	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Vers	vers2	PRE	MORPH=empty
Flandres	Flandres	NOMpro	NOMB.=s|GENRE=x|CAS=r
tournent	torner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pour	por2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
gaster	gaster	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
Flamenc	Flamenc	NOMpro	NOMB.=p|GENRE=m|CAS=n
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
crier	crïer1	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Hé	e2	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
gentieus	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
roys	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
aiiés	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
pité	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Que	que4	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
gaster	gaster	VERinf	MORPH=empty
!	!	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
ainc	ainc	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
porent	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
trouver	trover	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Devant	devant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n
ester	ester	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
mout	mout	ADVgen	DEGRE=-
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
loer	löer1	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Tout	tot	PROind	NOMB.=p|GENRE=m|CAS=r
çou	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r
laiiés	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ester	ester	VERinf	MORPH=empty
!	!	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
crie	crïer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
trouver	trover	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
le	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=r
commande	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tout	tot	PROind	NOMB.=s|GENRE=n|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
sauver	sauver	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Dont	donc	ADVgen	DEGRE=-
dient	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tout	tot	PROind	NOMB.=p|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ychils	icel	PROdem	NOMB.=s|GENRE=m|CAS=n
estera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ber	baron	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
saiges	sage	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
peut	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
assés	assez	ADVgen	DEGRE=-
donner	doner	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r
trieve	trieue	NOMcom	NOMB.=s|GENRE=f|CAS=r
donnent	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pais	pais	NOMcom	NOMB.=s|GENRE=f|CAS=r
fremer	fermer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Adont	adonc	ADVgen	DEGRE=-
parolle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
gentieus	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ber	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
a	a3	PRE	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
veul	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
clamer	clamer	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Roys	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Anseys	Anseïs	NOMpro	NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
deshireter	desireter	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ke	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
deuïsse	prendre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
garder	garder	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
deüssiés	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
souffrir	sofrir	VERinf	MORPH=empty
ne	ne2	CONcoo	MORPH=empty
endurer	endurer	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
A	a3	PRE	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
drois	droit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
fiés	fief	NOMcom	NOMB.=s|GENRE=m|CAS=n
retourner	retorner	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
En	en1	PRE	MORPH=empty
toutes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
cours	cort1	NOMcom	NOMB.=p|GENRE=f|CAS=r
garandir	garantir	VERinf	MORPH=empty
le	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=r
devés	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
bien	bien1	ADVgen	DEGRE=p
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Hardrés	Hardré	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Pour	por2	PRE	MORPH=empty
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r
feriés	faire	VERcjg	MODE=con|PERS.=2|NOMB.=p
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r
arier	ariere	ADVgen	DEGRE=-
tourner	torner	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Alons	aler	VERcjg	MODE=imp|PERS.=1|NOMB.=p
a	a3	PRE	MORPH=empty
Mès	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
oie	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
parler	parler	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
i	i2	PROadv	MORPH=empty
serons	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
mander	mander	VERinf	MORPH=empty
«	«	PONpga	MORPH=empty
Qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
laist	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
soing	soing	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
arester	arester	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
mais	mais1	CONcoo	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
volras	voloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
tourner	torner	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
aras	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
tout	tot	PROind	NOMB.=s|GENRE=n|CAS=r
jus	jusque	ADVgen	DEGRE=-
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
tour	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r
verser	verser1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
commandés	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
A	a3	PRE	MORPH=empty
itant	itant	ADVgen	DEGRE=-
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
grans	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
os	ost	NOMcom	NOMB.=p|GENRE=m|CAS=r
arouter	aroter2	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
Fromondin	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ensaigne	enseigne	NOMcom	NOMB.=s|GENRE=f|CAS=r
porter	porter	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
