form	lemma	POS	morph
couenent	covenant	NOMcom	NOMB.=s|GENRE=m|CAS=r

S	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
plaisoit	plaire	VERcjg	MODE=con|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
venoit	venir	VERcjg	MODE=con|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
roix	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
uuel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
uoirement	voirement	ADVgen	DEGRE=-

De	de	PRE	MORPH=empty
uostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
henor	onor	NOMcom	NOMB.=s|GENRE=m|CAS=r
hai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
ioiant	joiant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Et	et	CONcoo	MORPH=empty
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
croistrai	croistre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
uostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
ﬁe	fief	NOMcom	NOMB.=s|GENRE=m|CAS=r
uoirement	voirement	ADVgen	DEGRE=-

Serui	servir	VERppe	NOMB.=s|GENRE=m|CAS=r
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
auez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
et	et	CONcoo	MORPH=empty
loialment	lëaument	ADVgen	DEGRE=p

Si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
io	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
tesmoigne	tesmoignier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n

Grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
riant	rire	VERppa	NOMB.=x|GENRE=x|CAS=x

De	de	PRE	MORPH=empty
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
seruir	servir	VERinf	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
moult	mout	ADVgen	DEGRE=-
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oit	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
moult	mout	ADVgen	DEGRE=-
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
dolant	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ha	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parle	parler	VERppe	NOMB.=s|GENRE=m|CAS=r
moult	mout	ADVgen	DEGRE=-
felonessement	felonessement	ADVgen	DEGRE=p

Et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
deffen	defendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s

Et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
ausiment	aussiment	ADVgen	DEGRE=-

Ia	ja	ADVgen	DEGRE=-
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.I.	1	DETcar	NOMB.=s|GENRE=m|CAS=n
iors	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que3	PROrel	NOMB.=s|GENRE=m|CAS=r
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
eustes	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
couent	covent1	NOMcom	NOMB.=s|GENRE=m|CAS=r

Quant	cant1	ADVgen	DEGRE=-
a	a3	PRE	MORPH=empty
Begon	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=r
donastes	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
chasement	chasement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
otroiastes	otroiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
plus	plus	ADVgen	DEGRE=-
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
orrent	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
.c.	100	PROcar	NOMB.=p|GENRE=m|CAS=n

S	se	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
eschisoit	eschëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne2	CONcoo	MORPH=empty
chasement	chasement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
pleust	plaire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
uenist	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Que	que4	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
auroie	avoir	VERcjg	MODE=con|PERS.=1|NOMB.=s
senz	sans	PRE	MORPH=empty
nun	non	ADVneg	MORPH=empty
delaiement	delaiement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Ceste	cest	PROdem	NOMB.=s|GENRE=f|CAS=r
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
plait	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
uuel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
uoirement	voirement	ADVgen	DEGRE=-

Et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
roix	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
or	or4	ADVgen	DEGRE=-
oi	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plait	plait	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
neant	nïent	PROind	NOMB.=s|GENRE=n|CAS=r

Ce	ce1	PROdem	NOMB.=s|GENRE=m|CAS=r
don	dont	PROrel	NOMB.=s|GENRE=n|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
don	don	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
enfant	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=r

Et	et	CONcoo	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
affie	afïer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
viuant	vivre1	VERppa	NOMB.=s|GENRE=m|CAS=r

Et	et	CONcoo	MORPH=empty
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
ist	issir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fors	fors1	ADVgen	DEGRE=-
uoiant	estre1	VERppa	NOMB.=x|GENRE=x|CAS=x
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r

Ne	ne1	ADVneg	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
perdre	perdre	VERinf	MORPH=empty
per	par	PRE	MORPH=empty
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
iugement	jugement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Laissiez	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
pri	priier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
comman	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s

S	se	CONsub	MORPH=empty
autre	autre	ADJind	NOMB.=s|GENRE=m|CAS=r
meschiet	meschëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aurez	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
bonement	bonement	ADVgen	DEGRE=-

Fromons	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
neant	nïent	PROind	NOMB.=s|GENRE=n|CAS=r

Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oit	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
moult	mout	ADVgen	DEGRE=-
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
dolant	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Par	par	PRE	MORPH=empty
moult	mout	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
ire	ire	NOMcom	NOMB.=s|GENRE=f|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dreciez	drecier	VERppe	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
estant	ester	VERppa	NOMB.=x|GENRE=x|CAS=x

Si	si	ADVgen	DEGRE=-
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parle	parler	VERppe	NOMB.=s|GENRE=m|CAS=r
bel	bel1	ADVgen	DEGRE=p
et	et	CONcoo	MORPH=empty
cortoisement	cortoisement	ADVgen	DEGRE=p

Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
bordele	Bordeaux	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	NOMcom	NOMB.=s|GENRE=f|CAS=r

Compaignons	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=n
d	de	PRE	MORPH=empty
armes	arme	NOMcom	NOMB.=p|GENRE=f|CAS=r
auons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
este	estre1	VERppe	NOMB.=p|GENRE=m|CAS=n
lonc	lonc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
tens	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r

Onques	onque	ADVgen	DEGRE=-
vers	vers2	PRE	MORPH=empty
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
ne	ne1	ADVneg	MORPH=empty
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
espris	esprendre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
neant	nïent	PROind	NOMB.=s|GENRE=n|CAS=r

Mais	mais1	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autre	autre	ADJind	NOMB.=s|GENRE=m|CAS=r
ior	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
vers	vers2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
paiene	paien	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r

Nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
deguerpistes	deguerpir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=p
et	et	CONcoo	MORPH=empty
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
vostre	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n
parenz	parent	NOMcom	NOMB.=p|GENRE=m|CAS=n

Et	et	CONcoo	MORPH=empty
neporquant	neporcant	ADVgen	DEGRE=-
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
hai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
a	a3	PRE	MORPH=empty
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Se	si	ADVgen	DEGRE=-
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
ait	aidier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
s	se	CONsub	MORPH=empty
en	en2	PROadv	MORPH=empty
heussez	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
tant	tant	ADVgen	DEGRE=-

Ia	ja	ADVgen	DEGRE=-
hui	ui	ADVgen	DEGRE=-
matin	matin1	ADVgen	DEGRE=-
endroit	endroit	PRE	MORPH=empty
prime	prim	NOMcom	NOMB.=s|GENRE=f|CAS=r
souant	soner	VERppa	NOMB.=s|GENRE=f|CAS=r

Que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
uenions	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
cheuachant	chevauchier	VERppa	NOMB.=p|GENRE=m|CAS=n

Que	que4	CONsub	MORPH=empty
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
sesist	sëoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
gent	gent2	NOMcom	NOMB.=s|GENRE=m|CAS=r

Ie	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
uos	vos	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i
donasse	doner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
