form	lemma	POS	morph
sei	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sanz	sans	PRE	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
desordener	desordener	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
a	a3	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
apostoille	apostoile	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
commence	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
mustrer	mostrer	VERinf	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
apostoille	apostoile	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
deit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peser	peser	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
devun	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
mut	mout	ADVgen	DEGRE=-
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
chevalirs	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
amer	amer1	VERinf	MORPH=empty
quant	cant1	CONsub	MORPH=empty
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
sumes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
a	a3	PRE	MORPH=empty
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
disner	disner	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
nus	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
serruns	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
a	a3	PRE	MORPH=empty
matines	matines	NOMcom	NOMB.=p|GENRE=f|CAS=r
chanter	chanter	VERinf	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cumbatent	combatre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pur	por2	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
almes	ame	NOMcom	NOMB.=p|GENRE=f|CAS=r
sauver	sauver	VERinf	MORPH=empty
e	et	CONcoo	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=n
vostre	vostre	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
abbes	abé1	NOMcom	NOMB.=s|GENRE=m|CAS=n
fromer	Fromer	NOMpro	NOMB.=s|GENRE=m|CAS=n
devuns	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
pur	por2	PRE	MORPH=empty
eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
noz	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
tresor	tresor	NOMcom	NOMB.=p|GENRE=m|CAS=r
enfundre	esfondrer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
tant	tant	ADVgen	DEGRE=-
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
deit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
chascun	chascun	PROind	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
doner	doner	VERinf	MORPH=empty
que	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
viegent	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
servir	servir	VERinf	MORPH=empty
e	et	CONcoo	MORPH=empty
honorer	onorer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
e	et	CONcoo	MORPH=empty
ainz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
life	lever	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
suz	soz	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pin	pin	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dresse	drecier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
perun	perron	NOMcom	NOMB.=s|GENRE=m|CAS=r
acerin	acerin	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
dras	drap	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sei	soie2	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
paille	paile	NOMcom	NOMB.=s|GENRE=m|CAS=r
alisandrin	alexandrin	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
ostrus	ostor	NOMcom	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
falcus	faucon	NOMcom	NOMB.=p|GENRE=m|CAS=r
petevin	poitevin	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
Les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
riches	riche	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
pieres	piere	NOMcom	NOMB.=p|GENRE=f|CAS=r
e	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
copes	cope1	NOMcom	NOMB.=p|GENRE=f|CAS=r
d	de	PRE	MORPH=empty
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
fin	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
iceles	icel	PROdem	NOMB.=p|GENRE=f|CAS=r
dune	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
gentiz	gentil	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
hummes	ome	NOMcom	NOMB.=p|GENRE=m|CAS=r
ke	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
lin	ling2	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
palefrais	palefroi	NOMcom	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
dras	drap	NOMcom	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
deniers	denier	NOMcom	NOMB.=p|GENRE=m|CAS=r
ces	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
povres	povre	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ver	vair2	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
gris	gris	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
ignaus	isnel	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
destrirs	destrier1	NOMcom	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
falcus	faucon	NOMcom	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
muez	müer	VERppe	NOMB.=p|GENRE=m|CAS=r
espervirz	esprevier	NOMcom	NOMB.=p|GENRE=m|CAS=r
cels	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
bachellers	bacheler	NOMcom	NOMB.=p|GENRE=m|CAS=r
legers	legier2	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
damisiaus	damoisel	NOMcom	NOMB.=p|GENRE=m|CAS=r
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
novais	novel	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
primsautirs	prinsautier	NOMcom	NOMB.=p|GENRE=m|CAS=r
duc	donc	ADVgen	DEGRE=-
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
chascun	chascun	PROind	NOMB.=s|GENRE=m|CAS=r
sun	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voler	voloir	NOMcom	NOMB.=s|GENRE=m|CAS=r
treis	trois	DETcar	NOMB.=p|GENRE=m|CAS=r
cent	cent	DETcar	NOMB.=p|GENRE=m|CAS=r
chevas	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
donat	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
einz	ainz	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
ser	soir	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
naime	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
parole	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
saveir	savoir	NOMcom	NOMB.=s|GENRE=m|CAS=r
seignurs	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
jo	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
voil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dire	dire	VERinf	MORPH=empty
ver	voir	ADVgen	DEGRE=p
a	a3	PRE	MORPH=empty
cestui	cest	PROdem	NOMB.=s|GENRE=m|CAS=r
deit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
curone	corone	NOMcom	NOMB.=s|GENRE=f|CAS=r
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
chif	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
seer	sëoir	VERinf	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
put	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vers	vers2	PRE	MORPH=empty
deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
puple	pueple	NOMcom	NOMB.=s|GENRE=m|CAS=r
valer	valoir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
cestui	cest	PROdem	NOMB.=s|GENRE=m|CAS=r
