id  form  lemma  POS  morph
edA_w_000001	Ha	ha	INJ	MORPH=empty
edA_w_000090	folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000091	parlez	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
	!	!	PONfrt	MORPH=empty
edA_w_000092	A	a3	PRE	MORPH=empty
edA_w_000093	moiller	moillier1	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000094	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=r
edA_w_000095	prandra	prendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
	,	,	PONfbl	MORPH=empty
edA_w_000096	s'	si	ADVgen	DEGRE=-
edA_w_000097	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000098	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edA_w_000099	plaiz	plait	NOMcom	NOMB.=s|GENRE=m|CAS=n
edA_w_000100	devisez	deviser	VERppe	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000101	Qar	car	CONcoo	MORPH=empty
edA_w_000102	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edA_w_000103	miez	mieus	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=s
edA_w_000104	des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
edA_w_000105	barons	baron	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000106	s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000107	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000108	dever	devers	PRE	MORPH=empty
edA_w_000109	moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
edA_w_000110	tornez	torner	VERppe	NOMB.=s|GENRE=m|CAS=n
	»	»	PONpdr	MORPH=empty
edA_w_000111	Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
edA_w_000112	traïtors	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000113	apele	apeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edA_w_000114	ses	si+il	ADVgen.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edA_w_000115	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000116	aressonez	araisnier	VERppe	NOMB.=p|GENRE=m|CAS=r
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edA_w_000117	Seignor	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000118	franc	franc1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
edA_w_000119	chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000120	a	a3	PRE	MORPH=empty
edA_w_000121	moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
edA_w_000122	an	en2	PROadv	MORPH=empty
edA_w_000123	antandez	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
	!	!	PONfrt	MORPH=empty
edA_w_000124	Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
edA_w_000125	n'	ne1	ADVneg	MORPH=empty
edA_w_000126	i	i2	PROadv	MORPH=empty
edA_w_000127	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000128	cel	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
edA_w_000129	de	de	PRE	MORPH=empty
edA_w_000130	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edA_w_000131	ne	ne1	ADVneg	MORPH=empty
edA_w_000132	soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000133	moult	mout	ADVgen	DEGRE=-
edA_w_000134	bien	bien1	ADVgen	DEGRE=p
edA_w_000135	armez	armer	VERppe	NOMB.=s|GENRE=m|CAS=n
	.	.	PONfrt	MORPH=empty
edA_w_000136	Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
edA_w_000137	bons	bon	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
edA_w_000138	branz	brant1	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000139	acerins	acerin	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
	,	,	PONfbl	MORPH=empty
edA_w_000140	près	près	ADVgen	DEGRE=-
edA_w_000141	de	de	PRE	MORPH=empty
edA_w_000142	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edA_w_000143	les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edA_w_000144	tenez	tenir1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
	,	,	PONfbl	MORPH=empty
edA_w_000145	Qar	car	CONcoo	MORPH=empty
edA_w_000146	par	par	PRE	MORPH=empty
edA_w_000147	icel	icel	DETdem	NOMB.=s|GENRE=m|CAS=r
edA_w_000148	signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000149	qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
edA_w_000150	an	en1	PRE	MORPH=empty
edA_w_000151	croiz	croiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000152	fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edA_w_000153	penez	pener	VERppe	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000154	Ne	ne1	ADVneg	MORPH=empty
edA_w_000155	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edA_w_000156	i	i2	PROadv	MORPH=empty
edA_w_000157	vadroit	valoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
edA_w_000158	force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
	.	.	PONfrt	MORPH=empty
edA_w_000159	II	deus	DETcar	NOMB.=p|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
edA_w_000160	deniers	denier	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000161	menoez	monëer	VERppe	NOMB.=p|GENRE=m|CAS=r
edA_w_000162	Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
edA_w_000163	ne	ne1	ADVneg	MORPH=empty
edA_w_000164	face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
edA_w_000165	de	de	PRE	MORPH=empty
edA_w_000166	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edA_w_000167	totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
edA_w_000168	mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=f|CAS=r
edA_w_000169	volontez	volenté	NOMcom	NOMB.=p|GENRE=f|CAS=r
	»	»	PONpdr	MORPH=empty
	«	«	PONpga	MORPH=empty
edA_w_000170	Se	se	CONsub	MORPH=empty
edA_w_000171	Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
edA_w_000172	plait	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edA_w_000173	dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000174	Florence	Florence	NOMpro	NOMB.=s|GENRE=f|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000175	ja	ja	ADVgen	DEGRE=-
edA_w_000176	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edA_w_000177	jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000178	ne	ne1	ADVneg	MORPH=empty
edA_w_000179	verrez	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
	»	»	PONpdr	MORPH=empty
edA_w_000180	Or	or4	ADVgen	DEGRE=-
edA_w_000181	orrez	öir	VERppe	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
edA_w_000182	d'	de	PRE	MORPH=empty
edA_w_000183	Agravain	Agravain	NOMpro	NOMB.=s|GENRE=m|CAS=r
edA_w_000184	con	come1	CONsub	MORPH=empty
edA_w_000185	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edA_w_000186	s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000187	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000188	demenez	demener	VERppe	NOMB.=s|GENRE=m|CAS=n
	.	.	PONfrt	MORPH=empty
edA_w_000189	De	de	PRE	MORPH=empty
edA_w_000190	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
edA_w_000191	mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000192	de	de	PRE	MORPH=empty
edA_w_000193	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000194	frere	frere	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000195	ne	ne1	ADVneg	MORPH=empty
edA_w_000196	s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000197	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000198	pas	pas	ADVneg	MORPH=empty
edA_w_000199	obliez	oblïer	VERppe	NOMB.=s|GENRE=m|CAS=n
	:	:	PONfbl	MORPH=empty
edA_w_000200	Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edA_w_000201	plus	plus	ADVgen	DEGRE=-
edA_w_000202	tost	tost1	ADVgen	DEGRE=-
edA_w_000203	que	que1	CONsub	MORPH=empty
edA_w_000204	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edA_w_000205	pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edA_w_000206	s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000207	en	en2	PROadv	MORPH=empty
edA_w_000208	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000209	d'	de	PRE	MORPH=empty
edA_w_000210	ielluc	iluec	ADVgen	DEGRE=-
edA_w_000211	anblez	ambler	VERppe	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000212	Et	et	CONcoo	MORPH=empty
edA_w_000213	vient	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edA_w_000214	a	a3	PRE	MORPH=empty
edA_w_000215	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edA_w_000216	apostoile	apostoile	NOMcom	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edA_w_000217	si	si	ADVgen	DEGRE=-
edA_w_000218	s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edA_w_000219	i	i2	PROadv	MORPH=empty
edA_w_000220	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000221	confessez	confesser	VERppe	NOMB.=s|GENRE=m|CAS=n
	.	.	PONfrt	MORPH=empty
edA_w_000222	Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
edA_w_000223	cui	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
edA_w_000224	q'	que4	CONsub	MORPH=empty
edA_w_000225	as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
edA_w_000226	traïtors	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000227	sara	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
edA_w_000228	estorz	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000229	livrez	livrer	VERcjg	NOMB.=s|GENRE=m|CAS=n
	:	:	PONfbl	MORPH=empty
edA_w_000230	Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
edA_w_000231	i	i2	PROadv	MORPH=empty
edA_w_000232	sarai	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
edA_w_000233	atot	atot	PRE	MORPH=empty
	.	.	PONfrt	MORPH=empty
edA_w_000234	M	mil1	DETpos	NOMB.=p|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
edA_w_000235	homes	ome	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000236	armez	armer	VERppe	NOMB.=p|GENRE=m|CAS=r
	»	»	PONpdr	MORPH=empty
	«	«	PONpga	MORPH=empty
edA_w_000237	Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000238	dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000239	Agravain	Agravain	NOMpro	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000240	Deus	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
edA_w_000241	an	en2	PROadv	MORPH=empty
edA_w_000242	soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000243	aorez	aorer2	VERppe	NOMB.=s|GENRE=m|CAS=n
	»	»	PONpdr	MORPH=empty
edA_w_000244	Qant	cant1	CONsub	MORPH=empty
edA_w_000245	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edA_w_000246	apostoiles	apostoile	NOMcom	NOMB.=s|GENRE=m|CAS=n
edA_w_000247	sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edA_w_000248	la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
edA_w_000249	traïson	träison	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000250	ital	itel	ADJind	NOMB.=s|GENRE=m|CAS=n
edA_w_000251	†matal		OUT	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edA_w_000252	Bien	bien1	ADVgen	DEGRE=p
edA_w_000253	conut	conoistre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edA_w_000254	Agravain	Agravain	NOMpro	NOMB.=s|GENRE=m|CAS=r
edA_w_000255	con	come1	CONsub	MORPH=empty
edA_w_000256	baron	baron	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000257	natural	naturel	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
	.	.	PONfrt	MORPH=empty
edA_w_000258	Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edA_w_000259	fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edA_w_000260	armer	armer	VERinf	MORPH=empty
	.	.	PONfrt	MORPH=empty
edA_w_000261	M	mil1	DETcar	NOMB.=p|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
edA_w_000262	homes	ome	NOMcom	NOMB.=p|GENRE=m|CAS=r
edA_w_000263	qi...t	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
edA_w_000264	furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
edA_w_000265	vassal	vassal	NOMcom	NOMB.=p|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000266	S'	si	ADVgen	DEGRE=-
edA_w_000267	ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edA_w_000268	cintes	ceindre	VERppe	NOMB.=p|GENRE=f|CAS=r
edA_w_000269	les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
edA_w_000270	espees	espee	NOMcom	NOMB.=p|GENRE=f|CAS=r
edA_w_000271	Par	par	PRE	MORPH=empty
edA_w_000272	les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
edA_w_000273	renges	renge2	NOMcom	NOMB.=p|GENRE=f|CAS=r
edA_w_000274	de	de	PRE	MORPH=empty
edA_w_000275	soie	soie2	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000276	qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n
edA_w_000277	Puis	puis	ADVgen	DEGRE=-
edA_w_000278	esfublent	afubler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edA_w_000279	les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
edA_w_000280	chapes	chape	NOMcom	NOMB.=p|GENRE=f|CAS=r
	;	;	PONfbl	MORPH=empty
edA_w_000281	on		OUT	NOMB.=s|GENRE=n|CAS=n
	«	«	PONpga	MORPH=empty
edA_w_000282	Seignor	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000283	dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000284	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edA_w_000285	apostoiles	apostoile	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edA_w_000286	Tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
edA_w_000287	li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
edA_w_000288	traïtor	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=n
edA_w_000289	sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edA_w_000290	ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edA_w_000291	palais	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000292	Nes	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edA_w_000293	ociez	ocire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
edA_w_000294	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
edA_w_000295	mie	mie	ADVneg	MORPH=empty
	,	,	PONfbl	MORPH=empty
edA_w_000296	pour	por2	PRE	MORPH=empty
edA_w_000297	Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
edA_w_000298	l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
	’			MORPH=empty
edA_w_000299	espe[rital]	esperital	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
edA_w_000300	Anz	enz	ADVgen	DEGRE=-
edA_w_000301	ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edA_w_000302	fonz	fonz	NOMcom	NOMB.=s|GENRE=m|CAS=r
edA_w_000303	de	de	PRE	MORPH=empty
edA_w_000304	ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
edA_w_000305	chart[re]	chartre1	NOMcom	NOMB.=s|GENRE=f|CAS=r
edA_w_000306	Tant	tant	ADVgen	DEGRE=-
edA_w_000307	que	que4	CONsub	MORPH=empty
edA_w_000308	viegne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
edA_w_000309	Esmerez	Esmerez	NOMpro	NOMB.=s|GENRE=m|CAS=n
edA_w_000310	Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
edA_w_000311	croi	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
edA_w_000312	q'	que4	CONsub	MORPH=empty
edA_w_000313	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edA_w_000314	lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
edA_w_000315	fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
edA_w_000316	t...		OUT	MORPH=empty
edA_w_000317	Q'	que4	CONsub	MORPH=empty
edA_w_000318	il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
edA_w_000319	ocistrent	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
edA_w_000320	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
