form	lemma	POS	morph
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
raison	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
comme	come1	CONsub	MORPH=empty
gentilz	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
hon	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	le	OUT	NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
regardoit	regarder	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
eissies	issir	OUT	DEGRE=-
de	de	PRE	MORPH=empty
lances	lance	NOMcom	NOMB.=p|GENRE=f|CAS=r
croisseis	croissier	VERppe	NOMB.=p|GENRE=f|CAS=r
fir	fier	OUT	MORPH=empty
fuissent	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
paiensetsarrasins	SEGM	OUT	MORPH=empty
perons	faire	OUT	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
estes	estre1	OUT	MORPH=empty
uenu	venir	VERppe	NOMB.=s|GENRE=m|CAS=n
godin	Godin	NOMpro	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	OUT	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
sarrasins	sarrasin	NOMpro	NOMB.=p|GENRE=m|CAS=r
a	a3	OUT	MORPH=empty
bataille	bataille	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en2	PROadv	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
plus	plus	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
III	trois	PROcar	NOMB.=p|GENRE=m|CAS=r
mil	mil1	PROcar	NOMB.=p|GENRE=m|CAS=r
fu	estre1	OUT	MORPH=empty
armes	arme	OUT	MORPH=empty
sor	sor2	PRE	MORPH=empty
I	un	DETndf	NOMB.=s|GENRE=m|CAS=r
destrier	destrier1	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
isnel	isnel	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
saillant	salir2	VERppa	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
hardi	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
escus	escu	NOMcom	NOMB.=p|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
asur	asur	NOMcom	NOMB.=p|GENRE=m|CAS=r
esbaudis	esbaudir	VERppe	NOMB.=s|GENRE=m|CAS=r
lescu	SEGM	OUT	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
escrit	escrire	VERppe	NOMB.=s|GENRE=m|CAS=r
I	un	DETndf	NOMB.=s|GENRE=m|CAS=r
mastin	mastin	NOMcom	NOMB.=s|GENRE=m|CAS=r
grantt	grant	OUT	MORPH=empty
merueille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
uassaus	vassal	NOMcom	NOMB.=p|GENRE=m|CAS=n
hardis	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
s	se	OUT	MORPH=empty
de	de	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
uaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
x	dis1	PROcar	NOMB.=p|GENRE=m|CAS=r
ne	ne1	OUT	MORPH=empty
place	place	OUT	NOMB.=s|GENRE=f|CAS=r
se	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
consiuist	consivre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
olente	lunete	OUT	NOMB.=s|GENRE=f|CAS=r
de	de	OUT	MORPH=empty
trestoz	trestot	OUT	DEGRE=-
en	en2	OUT	MORPH=empty
feist	faire	OUT	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ens	en1	OUT	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
route	rote4	NOMcom	NOMB.=s|GENRE=f|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
loherans	loherenc	NOMpro	NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mist	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r
t	tu	OUT	MORPH=empty
et	et	CONcoo	MORPH=empty
detranche	detrenchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
esboele	esböeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
ocist	ocire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
st	suen	OUT	MORPH=empty
ales	aler	OUT	MORPH=empty
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aconsiuit	aconsivre	VERppe	NOMB.=p|GENRE=m|CAS=r
ant	entendre	OUT	MORPH=empty
heruil	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
gerart	Girard	NOMpro	NOMB.=s|GENRE=m|CAS=r
ocis	ocire	VERppe	NOMB.=s|GENRE=m|CAS=r
Beranger	Berengier	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
hugon	Hue	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
hanri	Henri	NOMpro	NOMB.=s|GENRE=m|CAS=n
ant	descirier	OUT	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
forcon	force2	OUT	NOMB.=s|GENRE=m|CAS=r
denantes	Denis	OUT	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
uant	luite	OUT	NOMB.=s|GENRE=m|CAS=r
en	en2	OUT	MORPH=empty
poise	peser	OUT	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
loherant	loherenc	NOMpro	NOMB.=s|GENRE=m|CAS=r
herui	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=r
Quant	cant1	CONsub	MORPH=empty
deuant	devant	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
homes	ome	NOMcom	NOMB.=p|GENRE=m|CAS=r
morir	morir	VERinf	MORPH=empty
sainte_Marie	Sainte-Marie	NOMpro	NOMB.=s|GENRE=m|CAS=n
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
hervis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
ne	ne2	OUT	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
mere	mere	NOMcom	NOMB.=s|GENRE=f|CAS=n
deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
genitrix	genitris	NOMcom	NOMB.=s|GENRE=f|CAS=n
proies	priier	OUT	MODE=imp|PERS.=2|NOMB.=p
ore	or4	ADVgen	DEGRE=-
hui	ui	ADVgen	DEGRE=-
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
ior	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r
destruire	destruire	VERinf	MORPH=empty
puisse	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ces	cel	DETdem	NOMB.=p|GENRE=m|CAS=r
sarrasins	sarrasin	NOMpro	NOMB.=p|GENRE=m|CAS=r
notrẽ	nostre	ADJpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r
loi	loi3	NOMcom	NOMB.=s|GENRE=f|CAS=r
abaissent	abaissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tot	tot	ADVgen	DEGRE=-
ensi	ainsi	ADVgen	DEGRE=-
deu	dieu	OUT	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
prisent	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
vaillant	valoir	VERppa	NOMB.=s|GENRE=m|CAS=r
i	un	DETcar	NOMB.=s|GENRE=m|CAS=r
angeuin	angevin	NOMpro	NOMB.=s|GENRE=m|CAS=r
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
ocist	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
deuant	devant	PRE	MORPH=empty
mi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
moult	mout	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prisent	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
grant	grant	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
petit	petit	NOMcom	NOMB.=p|GENRE=m|CAS=n
Et	et	CONcoo	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ne	ne2	ADVneg	MORPH=empty
los	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
niant	nïent	PROind	NOMB.=s|GENRE=m|CAS=r
enuair	enväir	VERinf	MORPH=empty
Plus	plus	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mort	morir	VERppe	NOMB.=p|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
XLVI	carante+sis2	PROcar	NOMB.=p|GENRE=m|CAS=r
Dor	SEGM	OUT	DEGRE=-
en	en2	PRE	MORPH=empty
auant	avant	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=-
soffrir	sofrir	VERinf	MORPH=empty
Ou	o3	CONcoo	MORPH=empty
uuelle	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
ou	o3	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mestuet	SEGM	OUT	NOMB.=s|GENRE=m|CAS=r
enuair	enväir	VERinf	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
commant	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
paradis	paradis	NOMcom	NOMB.=s|GENRE=m|CAS=r
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
uirge	virge	NOMcom	NOMB.=s|GENRE=f|CAS=r
en	en2	PRE	MORPH=empty
beliant	beler	VERppa	NOMB.=x|GENRE=x|CAS=x
nasqui	naistre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Si	si	ADVgen	DEGRE=-
uoiremant	voirement	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
uirge	virge	NOMcom	NOMB.=s|GENRE=f|CAS=r
issi	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
deffande	defendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
peril	peril	NOMcom	NOMB.=s|GENRE=m|CAS=r
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
destrier	destrier1	NOMcom	NOMB.=s|GENRE=m|CAS=n
broche	brochier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
ranc	renc	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
