id  form  lemma  POS  morph
edDr_w_000051	pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edDr_w_000052	avenir	avenir	VERinf	MORPH=empty
	.	.	PONfrt	MORPH=empty
edDr_w_000053	Ades	adès	ADVgen	NOMB.=p|GENRE=f|CAS=r
edDr_w_000054	paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
edDr_w_000055	es	ez	ADVgen	DEGRE=-
edDr_w_000056	vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
edDr_w_000057	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000058	duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000059	Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
edDr_w_000060	De	de	PRE	MORPH=empty
edDr_w_000061	si	si	ADVgen	DEGRE=-
edDr_w_000062	a	a3	PRE	MORPH=empty
edDr_w_000063	Blaives	glaive	NOMpro	NOMB.=s|GENRE=x|CAS=r
edDr_w_000064	ne	ne1	ADVneg	MORPH=empty
edDr_w_000065	prisent	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000066	onques	onque	ADVgen	DEGRE=-
edDr_w_000067	fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000068	Encontre	encontre1	ADVgen	MORPH=empty
edDr_w_000069	vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000070	li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
edDr_w_000071	vavasor	vavassor	NOMcom	NOMB.=p|GENRE=m|CAS=n
edDr_w_000072	gentil	gentil	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
edDr_w_000073	Et	et	CONcoo	MORPH=empty
edDr_w_000074	li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
edDr_w_000075	borgois	borjois	NOMcom	NOMB.=p|GENRE=m|CAS=n
edDr_w_000076	et	et	CONcoo	MORPH=empty
edDr_w_000077	les	le	DETdef	NOMB.=p|GENRE=f|CAS=n
edDr_w_000078	gens	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n
edDr_w_000079	du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000080	pais	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
	;	;	PONfbl	MORPH=empty
edDr_w_000081	Desor	desor	PRE	MORPH=empty
edDr_w_000082	les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
edDr_w_000083	autres	autre	PROind	NOMB.=p|GENRE=m|CAS=r
edDr_w_000084	font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000085	joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000086	de	de	PRE	MORPH=empty
edDr_w_000087	Gerin	Gerin	NOMpro	NOMB.=s|GENRE=m|CAS=r
edDr_w_000088	Et	et	CONcoo	MORPH=empty
edDr_w_000089	de	de	PRE	MORPH=empty
edDr_w_000090	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edDr_w_000091	frere	frere	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000092	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000093	vallet	vaslet	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000094	Hernaudin	Hernaudin	NOMcom	NOMB.=s|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
edDr_w_000095	Sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
edDr_w_000096	feuté	fëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000097	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000098	pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r
edDr_w_000099	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000100	jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000101	Gerin	Gerin	NOMpro	NOMB.=s|GENRE=m|CAS=n
edDr_w_000102	Mais	mais1	CONcoo	MORPH=empty
edDr_w_000103	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000104	emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
edDr_w_000105	ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edDr_w_000106	fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
edDr_w_000107	trestot	trestot	PROind	NOMB.=s|GENRE=m|CAS=r
edDr_w_000108	saisir	saisir	VERinf	MORPH=empty
	.	.	PONfrt	MORPH=empty
edDr_w_000109	Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
edDr_w_000110	l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edDr_w_000111	entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edDr_w_000112	por	por2	PRE	MORPH=empty
edDr_w_000113	poi	poi	ADVgen	DEGRE=-
edDr_w_000114	n'	ne1	ADVneg	MORPH=empty
edDr_w_000115	errage	enragier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000116	vis	vif	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
	,	,	PONfbl	MORPH=empty
edDr_w_000117	Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edDr_w_000118	vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edDr_w_000119	as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
edDr_w_000120	gardes	garde	NOMcom	NOMB.=p|GENRE=f|CAS=r
edDr_w_000121	si	si	ADVgen	DEGRE=-
edDr_w_000122	les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000123	a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000124	tos	tot	PROind	NOMB.=p|GENRE=m|CAS=r
edDr_w_000125	for	fors1	ADVgen	MORPH=empty
edDr_w_000126	mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=r
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000127	Quar	car	CONcoo	MORPH=empty
edDr_w_000128	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000129	jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edDr_w_000130	a	a3	PRE	MORPH=empty
edDr_w_000131	nos	nos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edDr_w_000132	dont	dont	PROrel	NOMB.=p|GENRE=m|CAS=r
edDr_w_000133	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000134	rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edDr_w_000135	pris	prendre	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
edDr_w_000136	Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
edDr_w_000137	sans	sans	PRE	MORPH=empty
edDr_w_000138	forfait	forfait	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000139	cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000140	nos	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
edDr_w_000141	fiés	fief	NOMcom	NOMB.=p|GENRE=m|CAS=r
edDr_w_000142	saisir	saisir	VERinf	MORPH=empty
edDr_w_000143	De	de	PRE	MORPH=empty
edDr_w_000144	toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r
edDr_w_000145	honor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000146	terrestre	terrestre	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
edDr_w_000147	departir	departir	VERinf	MORPH=empty
	?	?	PONfrt	MORPH=empty
edDr_w_000148	Se	se	CONsub	MORPH=empty
edDr_w_000149	il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
edDr_w_000150	se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edDr_w_000151	veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000152	devers	devers	PRE	MORPH=empty
edDr_w_000153	Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
edDr_w_000154	tenir	tenir1	VERinf	MORPH=empty
edDr_w_000155	Si	si	ADVgen	DEGRE=-
edDr_w_000156	gart	garder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000157	tres	très	ADVgen	DEGRE=-
edDr_w_000158	bien	bien1	ADVgen	DEGRE=p
edDr_w_000159	sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
edDr_w_000160	terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000161	et	et	CONcoo	MORPH=empty
edDr_w_000162	son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edDr_w_000163	pais	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edDr_w_000164	El	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000165	plus	plus	ADVgen	DEGRE=s
edDr_w_000166	parfont	parfont	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=s
edDr_w_000167	verra	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
edDr_w_000168	noise	noise	NOMcom	NOMB.=s|GENRE=f|CAS=r
edDr_w_000169	et	et	CONcoo	MORPH=empty
edDr_w_000170	hustin	hustin	NOMcom	NOMB.=s|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
	»	»	PONpdr	MORPH=empty
edDr_w_000171	Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
edDr_w_000172	nies	nevo	NOMcom	NOMB.=p|GENRE=m|CAS=n
edDr_w_000173	s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000174	en	en2	PROadv	MORPH=empty
edDr_w_000175	tornent	torner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000176	et	et	CONcoo	MORPH=empty
edDr_w_000177	s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000178	en	en2	PROadv	MORPH=empty
edDr_w_000179	vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000180	a	a3	PRE	MORPH=empty
edDr_w_000181	Paris	Paris	NOMpro	NOMB.=s|GENRE=x|CAS=r
edDr_w_000182	Ame	ame	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000183	n'	ne1	ADVneg	MORPH=empty
edDr_w_000184	esmuent	esmovoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000185	si	si	ADVgen	DEGRE=-
edDr_w_000186	vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
edDr_w_000187	a	a3	PRE	MORPH=empty
edDr_w_000188	Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
	.	.	PONfrt	MORPH=empty
edDr_w_000189	Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000190	rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edDr_w_000191	demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000192	Segnor	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
edDr_w_000193	qu'	que2	PROint	NOMB.=s|GENRE=n|CAS=r
edDr_w_000194	en	en2	PROadv	MORPH=empty
edDr_w_000195	aves	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
edDr_w_000196	dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edDr_w_000197	Por	por2	PRE	MORPH=empty
edDr_w_000198	quoi	coi2	PROint	NOMB.=s|GENRE=n|CAS=i
edDr_w_000199	aves	avoir	NOMcom	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
edDr_w_000200	mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
edDr_w_000201	castiax	chastel	NOMcom	NOMB.=p|GENRE=m|CAS=r
edDr_w_000202	deguerpis	deguerpir	VERppe	NOMB.=p|GENRE=m|CAS=r
edDr_w_000203	Et	et	CONcoo	MORPH=empty
edDr_w_000204	mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
edDr_w_000205	fié	fief	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000206	lige	lige	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
edDr_w_000207	que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
edDr_w_000208	je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
edDr_w_000209	doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
edDr_w_000210	maintenir	maintenir	VERinf	MORPH=empty
	?	?	PONfrt	MORPH=empty
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
	—	-	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000211	En	en1	PRE	MORPH=empty
edDr_w_000212	nom	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000213	Diu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edDr_w_000214	sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
edDr_w_000215	ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
edDr_w_000216	li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
edDr_w_000217	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000218	Benselin	Benselin	NOMpro	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000219	Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
edDr_w_000220	n'	ne1	ADVneg	MORPH=empty
edDr_w_000221	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000222	pas	pas	ADVneg	MORPH=empty
edDr_w_000223	vostre	vostre	PROpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edDr_w_000224	si	si	ADVgen	DEGRE=-
edDr_w_000225	com	come1	CONsub	MORPH=empty
edDr_w_000226	moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
edDr_w_000227	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000228	avis	avis	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
edDr_w_000229	Anchois	ainçois	ADVgen	DEGRE=-
edDr_w_000230	est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
	,	,	PONfbl	MORPH=empty
edDr_w_000231	cuide	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
edDr_w_000232	et	et	CONcoo	MORPH=empty
edDr_w_000233	Hernaut	Hernaut	NOMpro	NOMB.=s|GENRE=m|CAS=r
edDr_w_000234	et	et	CONcoo	MORPH=empty
edDr_w_000235	Gerin	Gerin	NOMpro	NOMB.=s|GENRE=m|CAS=r
edDr_w_000236	Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
edDr_w_000237	i	i2	PROadv	MORPH=empty
edDr_w_000238	pert	paroir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000239	bien	bien1	ADVgen	DEGRE=p
	,	,	PONfbl	MORPH=empty
edDr_w_000240	les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000241	vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edDr_w_000242	en	en2	PROadv	MORPH=empty
edDr_w_000243	ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000244	for	fors1	ADVgen	DEGRE=p
edDr_w_000245	mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r
	»	»	PONpdr	MORPH=empty
	.	.	PONfrt	MORPH=empty
edDr_w_000246	Et	et	CONcoo	MORPH=empty
edDr_w_000247	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000248	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000249	rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
	:	:	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000250	Il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
edDr_w_000251	me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
edDr_w_000252	prisent	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000253	petit	petit	ADVgen	DEGRE=-
	,	,	PONfbl	MORPH=empty
edDr_w_000254	Anchois	ainçois	ADVgen	DEGRE=-
edDr_w_000255	ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
edDr_w_000256	droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
edDr_w_000257	che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
edDr_w_000258	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000259	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000260	empereis	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000261	De	de	PRE	MORPH=empty
edDr_w_000262	tex	tel	DETind	NOMB.=p|GENRE=m|CAS=r
edDr_w_000263	morsiaus	morsel	NOMcom	NOMB.=p|GENRE=m|CAS=r
edDr_w_000264	vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edDr_w_000265	doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000266	on	on	PROind	NOMB.=s|GENRE=n|CAS=n
edDr_w_000267	bien	bien1	ADVgen	DEGRE=p
edDr_w_000268	servir	servir	VERinf	MORPH=empty
	»	»	PONpdr	MORPH=empty
	.	.	PONfrt	MORPH=empty
	—	-	PONfbl	MORPH=empty
	—	-	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000269	Laissies	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p
edDr_w_000270	ester	ester	VERinf	MORPH=empty
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
edDr_w_000271	ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
edDr_w_000272	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000273	li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000274	rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
edDr_w_000275	Pepins	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000276	Par	par	PRE	MORPH=empty
edDr_w_000277	saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r
edDr_w_000278	Denis	Denis	NOMpro	NOMB.=s|GENRE=m|CAS=r
	,	,	PONfbl	MORPH=empty
edDr_w_000279	ja	ja	ADVgen	DEGRE=-
edDr_w_000280	ne	ne1	ADVneg	MORPH=empty
edDr_w_000281	porres	pöoir	NOMcom	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
edDr_w_000282	joir	jöir	VERinf	MORPH=empty
edDr_w_000283	Se	se	CONsub	MORPH=empty
edDr_w_000284	devers	devers	PRE	MORPH=empty
edDr_w_000285	ex	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000286	vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
edDr_w_000287	volies	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p
edDr_w_000288	tenir	tenir1	VERinf	MORPH=empty
edDr_w_000289	Et	et	CONcoo	MORPH=empty
edDr_w_000290	vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
edDr_w_000291	et	et	CONcoo	MORPH=empty
edDr_w_000292	ex	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
edDr_w_000293	feroie	faire	VERcjg	MODE=con|PERS.=1|NOMB.=s
edDr_w_000294	repentir	repentir	VERinf	MORPH=empty
	»	»	PONpdr	MORPH=empty
	.	.	PONfrt	MORPH=empty
	—	-	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000295	Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
edDr_w_000296	puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000297	bien	bien1	ADVgen	DEGRE=p
edDr_w_000298	estre	estre1	VERinf	MORPH=empty
	»	»	PONpdr	MORPH=empty
	,	,	PONfbl	MORPH=empty
edDr_w_000299	ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
edDr_w_000300	dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000301	l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
edDr_w_000302	empereis	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
	,	,	PONfbl	MORPH=empty
	«	«	PONpga	MORPH=empty
edDr_w_000303	Ne	ne1	ADVneg	MORPH=empty
edDr_w_000304	me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
edDr_w_000305	doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
edDr_w_000306	mie	mie	ADVneg	MORPH=empty
edDr_w_000307	contre	contre	PRE	MORPH=empty
edDr_w_000308	vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
edDr_w_000309	aatir	aatir	VERinf	MORPH=empty
	,	,	PONfbl	MORPH=empty
edDr_w_000310	Mais	mais1	CONcoo	MORPH=empty
edDr_w_000311	on	on	PROind	NOMB.=s|GENRE=n|CAS=n
edDr_w_000312	se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
edDr_w_000313	doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
edDr_w_000314	devers	devers	PRE	MORPH=empty
edDr_w_000315	le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
edDr_w_000316	droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
edDr_w_000317	tenir	tenir1	VERinf	MORPH=empty
edDr_w_000318	Et	et	CONcoo	MORPH=empty
